,sentence,polarity,happiness,sadness,anger,surprise,disgust,fear
0EphpADwdPg[2],happening and we were probably subconsciously just expecting let it go but that,0.0,0.33,0.0,0.0,0.0,0.0,0.0
0EphpADwdPg[3],sp so that sp it does happen sp but the second time the chorus comes in sp and,0.67,0.33,0.0,0.0,0.0,0.0,0.0
0EphpADwdPg[4],in sp and the sp first time let's do something completely magical sp something sweet sp something completely sp unexpected sp,1.67,1.67,0.0,0.0,0.67,0.0,0.0
0EphpADwdPg[5],sp so sp with that in mind sp let's imagine going back to the first time we watched the movie kind,1.0,1.33,0.0,0.0,0.0,0.0,0.0
l5_DDqck4Rs[0],sp since we're talking about sets and sp let's see how these words apply to the number groupings we've been talking about sp,0.33,0.0,0.0,0.0,0.0,0.0,0.0
134252[0],sp hi sp this is,0.33,0.33,0.0,0.0,0.0,0.0,0.0
134252[1],sp hi sp this is a review for the uhh divine secrets of the ya ya sisterhood sp the sp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134252[2],sisterhood sp the sp for sp this movie is mothers daughters sp the never ending story of good versus evil sp i don't actually,0.33,0.33,0.0,0.0,0.0,0.0,0.0
134252[3],versus evil sp i don't actually see how this applies to this movie umm sp i didn't sp,-1.0,0.0,0.33,0.0,0.0,0.33,0.0
134252[4],this movie umm sp i didn't sp really find that this movie was very entertaining sp uhh,-1.67,0.0,0.0,0.33,0.0,0.67,0.0
134252[5],sp uhh it lacked sp really any kind of uhh draw sp that some chick flicks might have sp for men sp umm,-2.33,0.0,1.33,0.33,0.0,1.0,0.0
134252[6],sp umm this movie's sp definitely just for girls and it uhh you know you need to have a kleenex box alongside with you sp it,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134252[7],you sp it does happen to have some very tragic and sp downright sp umm sp depressing moments in the movie sp uhh especially with the fact that the mother and the daughter that are the main characters sandra bullock and sp whatever her mom's name is sp umm they uhh have this rift between them and the ya ya sisterhood which is the sworn lifelong friends of who is sandra bullock sp uhh have decided to have this intervention so that they can bring mother and daughter back together sp uhh,-1.67,0.0,1.33,0.0,0.0,0.0,0.0
134252[8],sp uhh it seems like an impossible task but of course because a chick flick it obviously works out sp umm,0.0,0.0,0.33,0.0,0.33,0.33,0.0
134252[9],umm sp the title sp uhh sp obviously the sunflower that you see on the cover here sp is a little misleading cause the movie overall is rather depressing sp,-2.0,0.0,0.67,0.0,0.33,1.0,0.0
xfeASyC6PPg[0],sp the teaching sp that sp i sp undertook sp lasted for nine months i was working in sp what's sp the equivalent a sixth form college sp,0.0,0.0,0.0,0.0,0.0,0.0,1.0
xfeASyC6PPg[1],foreign language in sp terms of sp the activities which i sp took part in there sp was lots of things ranging from sorts of oral classes sp to sp presentations about english culture and sp informing sp about english culture in general sp and it also sp i often sp had sp to sp participate in sp lessons and plan lessons for the school sp and it was a brilliant experience in terms of finance,1.0,0.0,0.0,0.0,0.0,0.0,1.0
xfeASyC6PPg[2],brilliant experience in terms of finance sp i received sp the aramis funding aramis grant which you're entitled to as a teaching as well as the student sp and that really helped sp me out through the year sp as well,1.33,0.0,0.0,0.0,0.0,0.0,0.0
xfeASyC6PPg[3],year sp as well as receiving sp a sp generous from the sp the sp equivalent sp to sp british council in germany and sp basically i sp set up for the year in it really helped sp make my year sp and something to remember to be quite honest sp,0.33,0.33,0.0,0.0,0.33,0.0,0.0
Emi9cw9xa00[0],critical that we pay attention to what is happening to customers sp and prospective customers sp in both the and markets sp for,1.33,0.33,0.0,1.0,0.0,0.0,0.0
Emi9cw9xa00[1],sp even sp then salespeople are sp finding that these buyers sp are more product and service knowledgeable sp and they have frequently sp fully researched your company before they will even talk to you sp,0.0,1.33,0.0,0.0,0.33,0.0,0.0
Emi9cw9xa00[2],sp just as importantly sp they want to know how you are going to meet their emotional requirements as well sp,0.67,0.0,0.0,1.0,0.0,0.0,0.0
Emi9cw9xa00[3],sp they want to know they can believe you sp trust you depend on you sp and that you let them down sp,2.33,2.0,0.0,0.0,0.0,0.0,0.0
Emi9cw9xa00[4],sp more than ever sp selling to sp century customers requires an emotionally satisfying connection between seller and buyer sp,1.67,2.0,0.0,0.0,0.0,0.0,0.0
Emi9cw9xa00[5],sp that emotional engagement sp needs to migrate into rapport sp empathy sp and trust sp,1.0,0.33,0.0,0.0,0.0,0.0,0.0
Emi9cw9xa00[6],cyberspace sp both consumers and business buyers sp have learned to research sp analyze price compare and sp purchase sp many of the products services and business solutions sp they want online sp without any involvement by a salesperson sp,0.67,1.0,0.0,0.0,0.0,0.0,0.0
Emi9cw9xa00[7],sp what online marketers have learned sp is that their success is still largely determined sp by the customer buying experience sp and that sp often means sp how they are treated sp when they have a human to human encounter with either a salesperson sp customer service representative sp or a repair person sp,0.67,0.0,0.0,0.67,0.0,0.0,0.0
Emi9cw9xa00[8],sp without a successful emotional engagement with the customer sp customers leave sp,-1.0,0.67,0.0,0.0,0.0,0.0,0.0
Emi9cw9xa00[9],sp in markets more professional educated and aggressive buyers research extensively using the internet to sp fulfill more and more of their needs sp,1.0,0.33,0.0,1.0,0.0,0.0,0.0
Emi9cw9xa00[10],sp century buyers reach out to sellers sp only when they are sp unable to satisfy their needs online sp,-1.0,1.0,0.0,0.0,0.0,0.0,0.0
81668[0],sp i'm here to sp review sp this and it's called,0.0,0.0,0.67,0.0,0.0,0.0,0.0
81668[1],sp this and it's called sixteen sp candles sp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81668[2],sp it stars sp molly ringwald sp and uhh sp it's sp been out for for quite awhile sp so uhh sp you know you may have to look sp a little harder to find it sp if you want sp to see this sp,-0.33,0.0,0.33,0.0,0.0,0.0,0.0
81668[3],uhh i was very disappointed in this sp because sp it's rated now,-2.33,0.0,0.0,0.33,0.0,1.67,0.0
81668[4],rated now that has sp to be a typo sp because sp there's uhh a lot of bad language sp and there's nudity sp in this sp movie sp and,-2.33,0.0,0.0,1.33,0.67,2.33,0.0
81668[5],movie sp and sp uhh i would be really sp really careful in watching your kids sp uhh letting your kids see this because sp it's not appropriate sp,-2.0,0.0,0.0,1.0,0.0,2.67,0.0
81668[6],sp and it's sp that's my recommendation this this stutter is sp not appropriate for for stutter young kids to sp see it uhh i believe,-2.0,0.0,0.0,0.33,0.33,0.67,0.0
81668[7],sp see it uhh i believe it's even been on tv but i'm sure they had to delete those sp scenes but if you watch sp this movie sp those things are in there and sp uhh for little kids sp this movie is deceptive because it looks like it's sp you know it's for uhh teenagers or whatever sp but umm sp i i stutter just was greatly disappointed in this sp but sp uhh i don't sp i don't stutter uhh sp suggest you watch sp this at all i mean if you want,-2.33,0.0,1.0,1.0,2.0,2.0,0.0
81668[8],this at all i mean if you want to sp check it out if you're curious after what i said that's sp that's stutter up to you but sp uhh i don't understand why sp it says on the back when all that stuff is in sp there so sp umm,-2.33,0.0,0.0,1.0,0.33,1.33,0.0
sRMdbZVjhis[0],sp he played a key role sp in some of the darkest episodes sp of sp balkan and european sp history his sp arrest,-2.33,0.0,0.33,0.33,0.0,0.67,0.33
sRMdbZVjhis[1],sp the arrest sp of sp ratko mladic sp is a very important step sp towards sp full integration of sp the entire region sp in our sp euro atlantic sp community,1.67,0.67,0.0,0.67,0.0,0.0,0.0
j6R1NTrosuM[0],you will see sp the sp best of sp them in this sp video directly from employers a sample sp,1.33,2.67,0.0,0.0,0.0,0.0,0.33
j6R1NTrosuM[1],employers a sample sp interview question at sp job sp interview is sp where do you see yourself in years if looking for,2.0,2.0,0.0,0.0,0.0,0.0,0.0
j6R1NTrosuM[2],in years if looking for the interview prep sp you need sp to improve sp your interview sp skills you sp,0.33,0.67,0.0,0.0,0.0,0.0,0.0
j6R1NTrosuM[3],skills you sp should know why they ask this question sp and sp what are sp the sp best sp interview answers sp that they sp want to hear if this,1.33,1.33,0.0,0.0,0.0,0.0,0.0
oaC1UATdtAg[0],sp hello i am sp julian and by working with sp junge marke i want to make the sp world more sp suitable sp for young sp people sp,0.67,2.0,0.0,0.0,0.0,0.0,0.0
oaC1UATdtAg[1],sp because that sp is sp the change sp that i want to create in sp this world sp and i think out of sp my experience that sp this sp includes sp responsibilities and sp tasks that i am good at and i sp like doing and sp also,1.33,1.67,0.0,0.0,0.0,0.0,0.0
oaC1UATdtAg[2],like doing and sp also because sp i sp during the last weeks sp that this challenge sp is truly sp inspiring me during,0.0,1.67,0.0,0.0,0.0,0.0,0.0
oaC1UATdtAg[3],inspiring me during the sp last sp years at i led sp teams of up to sp young adults which sp performed sp great sp at sp their honorary sp work and i sp am confident and sp i'll be happy to sp do so sp for sp the sp as sp well sp,0.33,1.67,0.0,0.0,0.0,0.0,0.0
oaC1UATdtAg[4],sp i sp don't know if i waited for sp this challenge or it waited for sp me but it seems kind of like it was made for me sp it's,0.33,1.67,0.0,0.0,0.0,0.0,0.0
Bo5IDtP8_Fk[0],sp i'm the director of our sp office of sp response coordination here which sp is sp coordinating response to sp the terrible earthquake sp that sp struck haiti in january sp we're,-1.33,0.0,1.33,0.0,0.0,0.0,0.0
Bo5IDtP8_Fk[1],sp more than a million and a half people sp received shelter sp three and a half million people sp were given food for a period of several weeks we avoided major outbreaks of sp cholera and other infectious diseases that at the sp time of the earthquake sp many people sp thought sp were inevitable sp so i think,1.0,0.0,0.67,0.0,0.0,0.0,0.33
Bo5IDtP8_Fk[2],inevitable sp so i think the story here is sp one of which sp both the haitian people and the international community sp have a great deal to be proud sp,1.67,0.67,0.67,0.0,0.0,0.0,0.0
Bo5IDtP8_Fk[3],sp the challenges here are enormous sp but the work been done sp has also been sp enormous sp and sp,1.33,0.33,1.0,0.0,0.33,0.0,0.0
Bo5IDtP8_Fk[4],enormous sp and sp much to sp do but i think on world humanitarian day we should reflect sp on everything sp been accomplished to date sp,0.33,0.33,1.0,0.0,0.0,0.0,0.0
Bo5IDtP8_Fk[5],sp this is a situation where sp hundreds of thousands sp of percent of sp the sp their sp lives sp where sp much of the government was decimated and sp it's a country that was sp starting sp in very poor circumstances in the sp first place sp,-1.0,0.0,1.67,0.0,0.0,0.0,0.0
Bo5IDtP8_Fk[6],sp nonetheless the sp second thing about which sp i'm impressed sp is how much sp work has been done sp and how sp hard the sp both sp international community sp and the haitian people themselves sp have been sp working sp to sp restore their lives restore their livelihoods sp and sp bring the situation sp back sp to normal sp there,2.33,0.0,0.0,0.0,0.0,0.0,0.0
7xiu1tAJ2d8[0],sp i review hundreds of resumes and a sp year from legal nurse consultants sp,0.0,0.0,0.67,0.0,0.0,0.0,0.0
7xiu1tAJ2d8[1],sp if sp people cannot proofread their own resumes and sp i know they're not going to be able to proofread the kinds of involved sp reports sp that we produce as legal nurse consultants sp,-0.67,0.0,0.67,0.0,0.0,0.33,0.0
7xiu1tAJ2d8[2],sp i can tell at a glance if the individual knows how to coherently sp put together sp his or her credentials sp,0.33,0.33,0.33,0.0,0.0,0.0,0.0
7xiu1tAJ2d8[3],sp your resume or curriculum vitae is your first opportunity to make an impression sp on your prospect sp client or potential employer sp,1.67,1.0,0.0,0.0,0.0,0.0,0.0
7xiu1tAJ2d8[4],sp it's an important document that you will use to market your services sp as a legal nurse consultant sp,0.33,0.0,0.67,0.0,0.0,0.0,0.0
7xiu1tAJ2d8[5],sp people use it to determine if they want to give you a chance sp,0.0,0.0,0.67,0.33,0.0,0.33,0.0
7xiu1tAJ2d8[6],resume or sp order it today at the link below sp and also pick up your sp free sp,0.33,0.33,0.0,0.0,0.0,0.0,0.0
7xiu1tAJ2d8[7],curriculum vitae a sp resume is a concise one or two page document sp that highlights your skills education and experience sp,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7xiu1tAJ2d8[8],sp the sp is a longer document prepared if you have extensive sp teaching sp research or publishing experience sp,0.0,0.0,0.67,0.0,0.0,0.0,0.0
7xiu1tAJ2d8[9],sp the difference between sp a and a resume is primarily in the area of sp focus and length sp,0.33,0.33,0.67,0.0,0.0,0.0,0.0
7xiu1tAJ2d8[10],sp both documents include strong action words to emphasize your accomplishments sp,1.0,0.33,0.0,0.0,0.0,0.0,0.0
7xiu1tAJ2d8[11],sp use words like created initiated saved accelerated launched sp strengthened or broadened sp,0.0,0.0,0.67,0.0,0.0,0.0,0.0
46604[0],sp i'm uhh sp sitting here trying to sp figure out sp if i've ever seen sp a wesley snipes movie that i enjoyed sp umm,-2.0,0.0,1.0,0.0,0.0,1.0,0.0
46604[1],sp i guess the answer is probably no sp because uhh sp this is maybe the stutter one of the worst sp movies i've seen him in so far and that's sp saying a lot sp for uhh sp wesley snipes sp this,-2.67,0.0,2.0,0.67,0.67,1.33,0.0
46604[2],snipes sp this movie is called the marksman this sp is the release sp,0.0,0.33,0.67,0.0,0.0,0.0,0.0
46604[3],sp uhh it's ninety five minutes long sp there,0.0,0.0,1.0,0.0,0.0,0.0,0.0
46604[4],long sp there are sp no special features on here at all sp umm,-1.33,0.0,1.67,0.0,0.0,0.33,0.0
46604[5],sp it is high but sp uhh sp doesn't matter sp it's a bad movie sp,-1.67,0.0,0.67,0.0,0.33,0.33,0.0
46604[6],sp he plays sp a special forces soldier sp who has to go stop sp russian terrorists at a nuclear power plant sp and uhh sp there sp you've seen the whole movie sp,-0.33,0.33,0.0,0.0,0.0,0.0,0.0
46604[7],sp like i said there's no special features on here sp uhh,-1.0,0.0,1.0,0.0,0.0,0.0,0.0
46604[8],sp uhh i really didn't care that much because sp i wouldn't have wanted to see them anyway sp but uhh sp this sp movie sp is just a sp real sp uhh sp,-1.0,0.0,0.33,0.0,0.0,1.0,0.0
OUjzDchhkIA[0],sp now often times not too long sp after you've started your band started performing started being an artist sp you'll,0.67,0.67,0.0,0.0,0.0,0.0,0.0
OUjzDchhkIA[1],artist sp you'll have sp some magazine some newspaper something like that maybe sp,-0.33,0.0,0.0,0.0,0.0,0.0,0.67
OUjzDchhkIA[2],about sp if something that people care about sp once it gets out and once it gets out long enough sp they will come sp to see sp what you are talking about sp however,0.67,0.0,0.0,0.0,0.0,0.0,0.0
OUjzDchhkIA[3],about sp however sp if you have a horrible message no amount of money in the world is going to help you sp so,-0.67,0.0,0.0,0.0,0.0,0.0,0.0
OUjzDchhkIA[4],magazine sp so sp how do you know sp when you should actually pay for this advertising sp well,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OUjzDchhkIA[5],sp what i mean is sp is if you don't have a budget set out sp where you are going to continually be able to sp put out sp your message in that magazine sp one,0.33,0.33,0.0,0.0,0.0,0.0,0.0
244623[0],sp hi sp today i am reviewing sp a sp uhh sp a movie sp called snakes sp on a plane sp,1.0,0.67,0.0,0.0,0.0,0.0,0.0
244623[1],sp that's right sp it's sp snakes sp and they're on a plane sp,-1.0,0.0,0.0,0.0,0.0,0.33,0.0
244623[2],sp kind of sp dumb everything sp uhh,-1.33,0.0,0.0,0.0,0.0,0.0,0.0
244623[3],uhh the okay but the snakes are so ridiculously sp fake sp,-1.67,0.0,0.0,0.33,0.0,1.0,0.0
244623[4],sp like sp i don't know i've seen other people say oh they're so real i think they're so,-1.33,0.0,0.33,0.33,0.0,1.0,0.0
244623[5],so real i think they're so sp fake like sp you can,-1.33,0.0,0.0,0.33,0.0,1.33,0.0
244623[6],sp fake like sp you can even tell it's fake sp but,-1.0,0.0,0.0,0.0,0.0,0.67,0.0
244623[7],fake sp but umm sp basically i mean sp that's what the sp movie's about obviously there's,0.0,0.0,1.0,0.0,0.0,0.0,0.0
244623[8],obviously there's umm sp passenger plane and umm sp somehow sp snakes get loaded on sp and then they just go crazy so,-1.0,0.0,1.0,0.0,0.0,0.33,0.0
244623[9],crazy so sp yeah it's it's stutter pretty adventurous and umm sp yeah sp so sp i don't know sp it's a little different i'm gonna give it two,0.0,0.0,0.33,0.0,0.33,0.0,0.0
244623[10],little different i'm gonna give it two out of five sp so,-1.33,0.0,0.0,0.0,0.0,0.0,0.0
244623[11],five sp so here's a little scene sp,0.0,1.33,0.0,0.0,0.0,0.0,0.0
244623[12],sp how crazy is that seriously sp,0.0,0.33,0.0,0.0,0.67,0.0,0.0
244623[13],sp and this is at the beginning of the movie sp umm sp well sp towards the beginning sp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244623[14],sp right before they leave sp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244623[15],sp there's a lot of language and stuff sp,-0.67,0.0,0.67,0.0,0.0,0.33,0.0
244623[16],sp that's one of sp the sp famous guys stutter sp that's sp on sp the plane sp,-0.33,0.0,0.33,0.0,0.0,0.33,0.0
244623[17],umm sp crazy concept actually it's kind of dumb sp umm,-2.0,0.0,0.0,0.0,0.0,1.67,0.0
244623[18],sp yeah sp so sp,-0.67,0.0,0.33,0.0,0.0,0.0,0.0
244623[19],sp but sp yeah that's a little clip of it sp and sp uhh sp it's not sp may give little kids nightmares so i don't really recommend it but sp,-0.67,0.0,0.0,0.0,0.0,0.33,0.0
244623[20],sp there's snakes on a plane sp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244623[21],sp so go check it out if you want something funny to laugh at sp so two,1.33,0.67,0.33,0.0,0.0,0.0,0.0
244623[22],at sp so two out of five sp thanks,-0.33,0.0,0.0,0.0,0.0,0.0,0.0
244623[23],sp but sp yeah sp,0.0,0.33,0.0,0.0,0.0,0.33,0.0
244623[24],sp and whenever you watch this you'll realize that the movie's kind of dumb sp umm,-1.33,0.0,0.0,0.0,0.0,0.67,0.0
244623[25],sp i don't know it was sp different so i was like sweet it's gonna be rad,-0.67,0.0,0.0,0.0,0.0,0.0,0.0
244623[26],sweet it's gonna be rad sp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244623[27],sp yeah it's sp not that good sp pretty cheesy,-1.67,0.0,0.33,0.33,0.0,1.33,0.0
244623[28],that good sp pretty cheesy umm,-1.0,0.0,0.0,0.0,0.0,0.67,0.0
pvlmYjQdRmA[0],rob brosnan so the way that we sp tap into the consumer sp is truly different sp before,0.0,0.0,0.0,0.0,0.0,0.0,0.67
nz2vkMyqfeE[0],making and again sp not just from a go to market sort of sp standpoint in terms of how packaging our stories to customers sp but also in the innovation process you know and the insights that go into product development sp so,0.0,0.33,0.0,0.33,0.0,0.0,0.0
nz2vkMyqfeE[1],development sp so i think you sp know some sp of it is traditional technique still and that you want to be in front of customers you want to be in front of your end user sometimes and just have that sp face to face or sp have those robust questionnaires that kind of get in depth right sp but,0.33,1.0,0.33,0.0,0.0,0.0,1.0
nz2vkMyqfeE[2],right sp but sp i think digital sp and interactive methods sp give you so many more opportunities now to in a low cost way to just go out sp and sp like this sp you know these interactive like this sp social sp share the experience so we have people can,1.0,0.33,1.0,0.0,0.0,0.0,0.33
nz2vkMyqfeE[3],tags and everything so that stuff starts to populate and come through and sp we see it all sp you know just as much as everyone of our other customers and some risk,1.33,1.33,0.0,0.0,0.0,0.0,0.0
nz2vkMyqfeE[4],questions sp they can self select raise their hand and say sp like to be a part sp of sp you know a community of interest or sp a user group sp and,0.33,1.0,0.0,0.0,0.0,0.0,0.0
nz2vkMyqfeE[5],of things and i sp think sp many many low cost ways now many more than there ever were available to get that voice of customer to the organization and so experimenting,1.33,0.67,0.0,0.0,0.0,0.0,0.0
OOh1_ffKOKk[0],christi hill sp you absolutely need to be a part of the conversation you have to get comfortable,1.0,1.0,0.0,0.0,0.0,0.0,0.0
OOh1_ffKOKk[1],sp it is sp two way not one way and then looking at it as multiple ways sp so,0.67,1.33,0.0,0.0,0.0,0.0,0.0
OOh1_ffKOKk[2],ways sp so sp being able to sp understand that and respect sp that sp within the consumer experience sp and what you test what you pilot is not necessarily what gets sp replicated when you go to mass and individual's,-0.33,1.0,0.0,0.0,0.33,0.0,0.67
OOh1_ffKOKk[3],mass and individual's perspectives becomes sp the perspective of the brand very quickly sp if,0.0,0.33,0.0,0.0,0.0,0.0,0.0
OOh1_ffKOKk[4],marketers sp and as we sp understand that more and more it changes that sp from a sp relationship to a true partnership sp with consumers and marketing,1.0,1.33,0.0,0.0,0.0,0.0,0.0
SzJf6viBWBg[0],sp it is not terribly different than what you would pay sp for an auto loan and most auto loans can be paid off in months to months sp so you should be able to knock that debt off within the next five years sp,0.33,0.33,0.0,0.0,0.0,0.0,0.0
SzJf6viBWBg[1],sp what is the best way to pay off of sp student loan debt sp cory,0.0,0.0,0.0,0.33,0.0,0.33,0.0
SzJf6viBWBg[2],question sp it really depends on the interest rate that you're paying on that student loan debt sp there are certain,0.0,0.0,0.0,1.0,0.0,0.0,0.0
SzJf6viBWBg[3],debt sp there are certain types of student loans that have sp very very good interest sp rates and sp in many cases sp that interest is tax deductible sp i would,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SzJf6viBWBg[4],deductible sp i would not accelerate a pay back of those loans by taking money sp out of another type of investment and especially i would never break into sp a sp to pay off that kind of sp loan however there are,1.0,0.0,0.0,1.0,0.0,0.33,0.0
SzJf6viBWBg[5],sp loan however there are types of sp student loans that have fairly high interest rates so sp really it's a matter of budgeting sp you put,0.0,0.0,0.0,0.33,0.0,0.0,0.33
2c6Gb73nx4E[0],sp topic that's not a bad sp thing sp but did it really lead into the speech sp so those,0.0,0.33,0.0,0.0,0.0,0.0,0.0
2c6Gb73nx4E[1],speech sp the first thing we have to take a look at is did the sp first line sp out of the speakers mouth sp is the attention getter sp or should did it sp get our attention sp,0.0,0.33,0.0,0.67,0.33,0.67,0.0
2c6Gb73nx4E[2],sp and did the introduction sp lead into the rest of the speech sp did,0.0,0.33,0.0,0.33,0.0,0.0,0.0
MCRCXXPqFOI[0],sp iran also has sp a sp relatively sp well educated population and a relatively healthy populations so also those indicators contribute sp to the advantages of sp iran sp,0.67,0.0,0.67,0.0,0.0,0.0,0.0
MCRCXXPqFOI[1],sp and sp finally how will the report be used in the middle east sp,0.33,0.0,0.0,0.0,0.0,0.0,0.0
MCRCXXPqFOI[2],sp in the middle east the sp over the sp past years has been used to formulate sp policy responses and to sp formulate sp policy strategies sp so we see,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCRCXXPqFOI[3],strategies sp so we see that for example in saudi arabia to a large extent sp the economic strategy to sp improve sp competitiveness has sp been partly based on the findings of sp the report sp countries,-0.33,0.0,0.0,0.0,0.0,0.0,0.0
MCRCXXPqFOI[4],competitiveness this sp has been sp a trend sp that sp we have observed for sp about sp years so when you look at the,0.0,0.0,0.67,0.0,0.0,0.0,1.0
MCRCXXPqFOI[5],sp years so when you look at the results going about to sp we see that sp where sp the strength has sp started sp,0.0,0.0,1.0,0.0,0.0,0.0,0.67
MCRCXXPqFOI[6],sp one of the reasons that the gulf states have gone up this year improvements sp in the macro economic environment sp but also improvements in the institutional environment in these countries sp and this,1.33,0.0,0.0,0.0,0.0,0.0,0.0
MCRCXXPqFOI[7],countries sp and this is actually a result of sp longer term policies on those countries sp,-0.33,0.0,0.0,0.0,0.0,0.0,0.67
MCRCXXPqFOI[8],sp iran and lebanon from middle east have been added to the rankings this year sp people might be surprised to see that iran is at number sp mid table sp,-0.33,0.0,0.33,0.0,0.67,0.0,0.0
MCRCXXPqFOI[9],sp yes iran is sp ranked for the first sp time sp this year at we see in iran that a sp particular strength with respect with the macro economic environment where again like in the gulf countries sp the hydrocarbon revenues are a big advantage sp,0.33,0.33,0.0,0.0,0.0,0.0,0.0
vqBRkjHWjXM[0],funnels sp any sp people who are very big sp online like mike diller frank and russell bronson sp to lesser known sp names sp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fOxg1NstCHA[0],wales sp he sp has also served as the head of corporate communications sp for business sp software incorporated sp,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Q5uYByRyswI[0],sp just as there's a difference between assigning writing and teaching writing sp there's a difference between sp assigning or asking for revision and teaching revision sp,0.67,0.33,0.67,0.0,0.0,0.0,0.0
Q5uYByRyswI[1],effectively sp and so sp there's a learning scaffolding around revision in eli sp that sp enables students to plan more effectively reflect sp more thoughtfully about their intentions with regard to revision sp and makes that thinking visible to a teacher for inspection sp and that's,0.67,0.0,0.67,0.0,0.0,0.0,0.33
Q5uYByRyswI[2],teacher sp the moment in which you're going to have the most impact as a teacher sp is at that revision moment sp and so if you can see what a student intends to do sp at this really high stakes moment to revise sp and you can shape sp their intentions and their practices sp that's where a teacher can have sp big oomph sp in terms of facilitating learning in the sp classroom sp,0.67,0.33,0.33,0.0,0.0,0.0,0.0
4lro65JwQdc[0],sp so for example sp say you're going through their you say sp blooms sp well that sounds interesting sp so you,0.33,0.67,0.0,0.0,0.0,0.0,0.0
4lro65JwQdc[1],sp this course so sp basically sp you're going to have sp five you're gonna choose five sp topics sp and have sp five links sp to five sp different web sites or articles sp and then you're going to have sp five sp one sp hundred word rationales sp,0.0,0.0,0.33,0.0,0.0,0.0,0.67
122439[0],sp my review today is umm the movie surf's up sp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122439[1],sp the animated sp movie about sp surfing penguins sp umm,0.33,0.33,0.67,0.0,0.0,0.67,0.0
122439[2],sp this movie starts out as a sp very there's a very young penguin he's sp wanting to break free from sp where his family is sp he,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122439[3],is sp he wants to go out and sp see the world sp and do some surfing sp,1.67,0.33,0.0,0.0,0.0,0.0,0.0
122439[4],sp along the way sp before he before he stutter leaves town sp this sp surf sp guy sp comes sp into his town sp and sp gives him a necklace sp,0.0,0.0,0.67,0.0,0.0,0.0,0.0
122439[5],sp basically sp getting him started into the surfing world sp,0.67,0.33,0.0,0.0,0.0,0.0,0.0
122439[6],sp he he stutter sp in turn wants to go out and sp surf sp,0.33,0.0,0.0,0.0,0.0,0.0,0.0
122439[7],sp and be a big surfing star sp so,0.67,0.33,0.0,0.0,0.0,0.0,0.0
122439[8],star sp so he sp i don't exactly know what sp where exactly he goes sp but he sp runs across this uhh sp this big surfer guy sp that's supposedly uhh dies sp and sp he learns to surf sp really well sp wins a competition sp,0.0,0.0,0.33,0.0,0.33,0.0,0.0
122439[9],sp and sp everything turns out okay in the sp movie sp,0.67,0.0,0.0,0.0,0.0,0.33,0.0
PybuzkS31J4[0],sp family has known for quite some time sp,-0.33,0.0,0.67,0.0,0.0,0.0,0.0
PybuzkS31J4[1],sp she is really excited and so is sp,1.67,0.33,0.0,0.0,0.0,0.0,0.0
PybuzkS31J4[2],sp another source sp close to the family tells people sp is an unexpected sp but completely amazing turn of events sp that she could not be more excited sp or thrilled about sp,0.67,0.0,0.0,0.0,0.0,0.0,0.0
PybuzkS31J4[3],sp is overjoyed for sp says sp the source sp,-0.33,0.0,0.67,0.0,0.0,0.0,0.67
PybuzkS31J4[4],ever sp another sp insider says scott began telling friends about the pregnancy in july sp,0.67,0.0,0.33,0.0,0.0,0.0,0.0
1tuMFJnlXJc[0],christine the article sp today sp is from the doctor's resource sp on my website the title is,0.33,0.33,0.0,0.0,0.0,0.0,0.0
1tuMFJnlXJc[1],sp i'm a proponent of real food and whole food sp and to sp make more of your food at home from scratch sp,1.67,1.0,0.0,0.0,0.0,0.0,0.0
1tuMFJnlXJc[2],sp i know it's hard to do but sp the investment that you make now sp can pay off sp in a lifetime sp,0.67,0.67,0.0,0.0,0.0,0.0,0.0
1tuMFJnlXJc[3],sp the sugar industry had a hand in downplaying the effects that it had on heart disease sp and at the same time sp they helped influence sp the sp idea that there were certain fats that were bad sp for us that sp were bad for our cholesterol sp,-1.33,0.0,0.0,0.0,0.33,0.33,0.0
1tuMFJnlXJc[4],sp we now know sp that that simply wasn't true sp and the advice is starting to change sp but it's going to change slowly sp in the medical community so it's up to you sp to be the steward of your own health sp and to sp take sp advantage of sp the information that's available to you on the internet sp,1.0,1.0,0.67,0.0,0.33,0.0,0.33
1tuMFJnlXJc[5],sp if you go to you can fill out a form sp where you can get these health tips right to your email omaha sp,0.67,2.0,0.0,0.0,0.0,0.0,0.0
